,results
17,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '17C191E53EF601B8E0530A83942703FE', 'geometry': {'points': [[610507.0003863708, 266858.0004000539]], 'spatialReference': {'wkid': 21781}}, 'bbox': [610507.0003863708, 266858.0004000539, 610507.0003863708, 266858.0004000539], 'attributes': {'accidentday_fr': 'jeudi / 12h-13h / mai 2015', 'severitycategorycode': 'USV', 'roadtype_de': 'Hauptstrasse', 'roadtype_fr': 'route principale', 'roadtype_it': 'Strada principale', 'severitycategory_it': 'Incidente con feriti gravi', 'accidentday_de': 'Donnerstag / 12h-13h / Mai 2015', 'accidentday_it': 'Giovedì / 12h-13h / Maggio 2015', 'accidentyear': 2015, 'label': 'Überqueren der Fahrbahn', 'severitycategory_de': 'Unfall mit Schwerverletzten', 'canton': 'BS', 'accidenttypecode': 5, 'accidenttype_fr': 'accident en traversant une route', 'accidenttype_de': 'Überqueren der Fahrbahn', 'accidenttype_it': ""Incidente nell'attraversare la carreggiata"", 'fsocommunecode': '2701', 'roadtypecode': 432, 'severitycategory_fr': 'accident avec blessés graves'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '17C191E53EF601B8E0530A83942703FE'}"
18,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '15403E48EE300052E0530A8394272155', 'geometry': {'points': [[610286.0004834941, 266988.0012368945]], 'spatialReference': {'wkid': 21781}}, 'bbox': [610286.0004834941, 266988.0012368945, 610286.0004834941, 266988.0012368945], 'attributes': {'accidentday_fr': 'jeudi / 10h-11h / mars 2015', 'severitycategorycode': 'USV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti gravi', 'accidentday_de': 'Donnerstag / 10h-11h / März 2015', 'accidentday_it': 'Giovedì / 10h-11h / Marzo 2015', 'accidentyear': 2015, 'label': 'Parkierunfall', 'severitycategory_de': 'Unfall mit Schwerverletzten', 'canton': 'BS', 'accidenttypecode': 7, 'accidenttype_fr': 'accident en parquant', 'accidenttype_de': 'Parkierunfall', 'accidenttype_it': 'Incidente nel parcheggiare', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés graves'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '15403E48EE300052E0530A8394272155'}"
19,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '117C2BDCFABE00E8E0530A8394275B5A', 'geometry': {'points': [[610425.000405294, 266944.0006685038]], 'spatialReference': {'wkid': 21781}}, 'bbox': [610425.000405294, 266944.0006685038, 610425.000405294, 266944.0006685038], 'attributes': {'accidentday_fr': 'mardi / 13h-14h / mars 2015', 'severitycategorycode': 'USV', 'roadtype_de': 'Hauptstrasse', 'roadtype_fr': 'route principale', 'roadtype_it': 'Strada principale', 'severitycategory_it': 'Incidente con feriti gravi', 'accidentday_de': 'Dienstag / 13h-14h / März 2015', 'accidentday_it': 'Martedì / 13h-14h / Marzo 2015', 'accidentyear': 2015, 'label': 'Abbiegeunfall', 'severitycategory_de': 'Unfall mit Schwerverletzten', 'canton': 'BS', 'accidenttypecode': 3, 'accidenttype_fr': 'accident en quittant une route', 'accidenttype_de': 'Abbiegeunfall', 'accidenttype_it': 'Incidente nello svoltare', 'fsocommunecode': '2701', 'roadtypecode': 432, 'severitycategory_fr': 'accident avec blessés graves'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '117C2BDCFABE00E8E0530A8394275B5A'}"
20,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '0E18CBAF40520072E0530A8394275DAC', 'geometry': {'points': [[610249.0008659309, 266731.00251697353]], 'spatialReference': {'wkid': 21781}}, 'bbox': [610249.0008659309, 266731.00251697353, 610249.0008659309, 266731.00251697353], 'attributes': {'accidentday_fr': 'lundi / 09h-10h / janvier 2015', 'severitycategorycode': 'USV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti gravi', 'accidentday_de': 'Montag / 09h-10h / Januar 2015', 'accidentday_it': 'Lunedí / 09h-10h / Gennaio 2015', 'accidentyear': 2015, 'label': 'Einbiegeunfall', 'severitycategory_de': 'Unfall mit Schwerverletzten', 'canton': 'BS', 'accidenttypecode': 4, 'accidenttype_fr': ""accident en s'engageant sur une route"", 'accidenttype_de': 'Einbiegeunfall', 'accidenttype_it': 'Incidente nell’immettersi in una strada', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés graves'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '0E18CBAF40520072E0530A8394275DAC'}"
21,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': 'F609C681871901A6E0430A839427810F', 'geometry': {'points': [[610137.0006037586, 266655.0017637681]], 'spatialReference': {'wkid': 21781}}, 'bbox': [610137.0006037586, 266655.0017637681, 610137.0006037586, 266655.0017637681], 'attributes': {'accidentday_fr': 'vendredi / 09h-10h / mars 2014', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Freitag / 09h-10h / März 2014', 'accidentday_it': 'Venerdì / 09h-10h / Marzo 2014', 'accidentyear': 2014, 'label': 'Parkierunfall', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 7, 'accidenttype_fr': 'accident en parquant', 'accidenttype_de': 'Parkierunfall', 'accidenttype_it': 'Incidente nel parcheggiare', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': 'F609C681871901A6E0430A839427810F'}"
22,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': 'A409F8AAE38180DEE0430A865E3380DE', 'geometry': {'points': [[610081.0009917464, 266856.00314726]], 'spatialReference': {'wkid': 21781}}, 'bbox': [610081.0009917464, 266856.00314726, 610081.0009917464, 266856.00314726], 'attributes': {'accidentday_fr': 'lundi / 18h-19h / mai 2011', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Montag / 18h-19h / Mai 2011', 'accidentday_it': 'Lunedí / 18h-19h / Maggio 2011', 'accidentyear': 2011, 'label': 'Parkierunfall', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 7, 'accidenttype_fr': 'accident en parquant', 'accidenttype_de': 'Parkierunfall', 'accidenttype_it': 'Incidente nel parcheggiare', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': 'A409F8AAE38180DEE0430A865E3380DE'}"
23,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': 'A30E9871B7DBD06CE0430A865E33D06C', 'geometry': {'points': [[610247.0008771849, 266725.00255718775]], 'spatialReference': {'wkid': 21781}}, 'bbox': [610247.0008771849, 266725.00255718775, 610247.0008771849, 266725.00255718775], 'attributes': {'accidentday_fr': 'vendredi / 14h-15h / mars 2011', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Freitag / 14h-15h / März 2011', 'accidentday_it': 'Venerdì / 14h-15h / Marzo 2011', 'accidentyear': 2011, 'label': 'Abbiegeunfall', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 3, 'accidenttype_fr': 'accident en quittant une route', 'accidenttype_de': 'Abbiegeunfall', 'accidenttype_it': 'Incidente nello svoltare', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': 'A30E9871B7DBD06CE0430A865E33D06C'}"
0,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '559AF8A86E8802FAE0530A83942772BB', 'geometry': {'points': [[610227.9999788227, 267445.99993122416]], 'spatialReference': {'wkid': 21781}}, 'bbox': [610227.9999788227, 267445.99993122416, 610227.9999788227, 267445.99993122416], 'attributes': {'accidentday_fr': 'samedi / 13h-14h / juin 2017', 'severitycategorycode': 'USV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti gravi', 'accidentday_de': 'Samstag / 13h-14h / Juni 2017', 'accidentday_it': 'Sabato / 13h-14h / Giugno 2017', 'accidentyear': 2017, 'label': 'Einbiegeunfall', 'severitycategory_de': 'Unfall mit Schwerverletzten', 'canton': 'BS', 'accidenttypecode': 4, 'accidenttype_fr': ""accident en s'engageant sur une route"", 'accidenttype_de': 'Einbiegeunfall', 'accidenttype_it': 'Incidente nell’immettersi in una strada', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés graves'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '559AF8A86E8802FAE0530A83942772BB'}"
1,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '55E709C88A18018CE0530A8394273AAC', 'geometry': {'points': [[610394.0003598538, 267020.00060804735]], 'spatialReference': {'wkid': 21781}}, 'bbox': [610394.0003598538, 267020.00060804735, 610394.0003598538, 267020.00060804735], 'attributes': {'accidentday_fr': 'jeudi / 19h-20h / juin 2017', 'severitycategorycode': 'USV', 'roadtype_de': 'Hauptstrasse', 'roadtype_fr': 'route principale', 'roadtype_it': 'Strada principale', 'severitycategory_it': 'Incidente con feriti gravi', 'accidentday_de': 'Donnerstag / 19h-20h / Juni 2017', 'accidentday_it': 'Giovedì / 19h-20h / Giugno 2017', 'accidentyear': 2017, 'label': 'Abbiegeunfall', 'severitycategory_de': 'Unfall mit Schwerverletzten', 'canton': 'BS', 'accidenttypecode': 3, 'accidenttype_fr': 'accident en quittant une route', 'accidenttype_de': 'Abbiegeunfall', 'accidenttype_it': 'Incidente nello svoltare', 'fsocommunecode': '2701', 'roadtypecode': 432, 'severitycategory_fr': 'accident avec blessés graves'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '55E709C88A18018CE0530A8394273AAC'}"
2,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '51E866790BD000F2E0530A839427D009', 'geometry': {'points': [[610624.0000191391, 267560.99937682424]], 'spatialReference': {'wkid': 21781}}, 'bbox': [610624.0000191391, 267560.99937682424, 610624.0000191391, 267560.99937682424], 'attributes': {'accidentday_fr': 'samedi / 16h-17h / mai 2017', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Samstag / 16h-17h / Mai 2017', 'accidentday_it': 'Sabato / 16h-17h / Maggio 2017', 'accidentyear': 2017, 'label': 'Frontalkollision', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 6, 'accidenttype_fr': 'collision frontale', 'accidenttype_de': 'Frontalkollision', 'accidenttype_it': 'Collisione frontale', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '51E866790BD000F2E0530A839427D009'}"
3,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '45BBD01920E40224E0530A8394271C56', 'geometry': {'points': [[610167.999974575, 267426.9999924164]], 'spatialReference': {'wkid': 21781}}, 'bbox': [610167.999974575, 267426.9999924164, 610167.999974575, 267426.9999924164], 'attributes': {'accidentday_fr': 'jeudi / 14h-15h / décembre 2016', 'severitycategorycode': 'USV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti gravi', 'accidentday_de': 'Donnerstag / 14h-15h / Dezember 2016', 'accidentday_it': 'Giovedì / 14h-15h / Dicembre 2016', 'accidentyear': 2016, 'label': 'Überholunfall oder Fahrstreifenwechsel', 'severitycategory_de': 'Unfall mit Schwerverletzten', 'canton': 'BS', 'accidenttypecode': 1, 'accidenttype_fr': ""accident lors d'un dépassement ou lors d'un changement de voie de circulation"", 'accidenttype_de': 'Überholunfall oder Fahrstreifenwechsel', 'accidenttype_it': 'Incidente di sorpasso o al cambiamento di corsia', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés graves'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '45BBD01920E40224E0530A8394271C56'}"
4,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '42E5BF930CA1014CE0530A839427BAC9', 'geometry': {'points': [[610205.9999593933, 267524.0000613887]], 'spatialReference': {'wkid': 21781}}, 'bbox': [610205.9999593933, 267524.0000613887, 610205.9999593933, 267524.0000613887], 'attributes': {'accidentday_fr': 'mercredi / 17h-18h / novembre 2016', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Mittwoch / 17h-18h / November 2016', 'accidentday_it': 'Mercoledì / 17h-18h / Novembre 2016', 'accidentyear': 2016, 'label': 'Überholunfall oder Fahrstreifenwechsel', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 1, 'accidenttype_fr': ""accident lors d'un dépassement ou lors d'un changement de voie de circulation"", 'accidenttype_de': 'Überholunfall oder Fahrstreifenwechsel', 'accidenttype_it': 'Incidente di sorpasso o al cambiamento di corsia', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '42E5BF930CA1014CE0530A839427BAC9'}"
5,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '38C08110CA5A016AE0530A839427B30B', 'geometry': {'points': [[610204.0001608083, 267253.0004064214]], 'spatialReference': {'wkid': 21781}}, 'bbox': [610204.0001608083, 267253.0004064214, 610204.0001608083, 267253.0004064214], 'attributes': {'accidentday_fr': 'lundi / 08h-09h / juillet 2016', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Montag / 08h-09h / Juli 2016', 'accidentday_it': 'Lunedí / 08h-09h / Luglio 2016', 'accidentyear': 2016, 'label': 'Parkierunfall', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 7, 'accidenttype_fr': 'accident en parquant', 'accidenttype_de': 'Parkierunfall', 'accidenttype_it': 'Incidente nel parcheggiare', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '38C08110CA5A016AE0530A839427B30B'}"
6,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '28A6AC31C0B500C6E0530A8394272EDE', 'geometry': {'points': [[610250.9999908747, 267401.9998422554]], 'spatialReference': {'wkid': 21781}}, 'bbox': [610250.9999908747, 267401.9998422554, 610250.9999908747, 267401.9998422554], 'attributes': {'accidentday_fr': 'lundi / 15h-16h / décembre 2015', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Montag / 15h-16h / Dezember 2015', 'accidentday_it': 'Lunedí / 15h-16h / Dicembre 2015', 'accidentyear': 2015, 'label': 'Auffahrunfall', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 2, 'accidenttype_fr': 'accident par tamponnement', 'accidenttype_de': 'Auffahrunfall', 'accidenttype_it': 'Incidente di tamponamento', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '28A6AC31C0B500C6E0530A8394272EDE'}"
7,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '18E14B74F30C00F0E0530A8394273F74', 'geometry': {'points': [[610605.0001588833, 267105.9995317858]], 'spatialReference': {'wkid': 21781}}, 'bbox': [610605.0001588833, 267105.9995317858, 610605.0001588833, 267105.9995317858], 'attributes': {'accidentday_fr': 'lundi / 17h-18h / juin 2015', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Montag / 17h-18h / Juni 2015', 'accidentday_it': 'Lunedí / 17h-18h / Giugno 2015', 'accidentyear': 2015, 'label': 'Abbiegeunfall', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 3, 'accidenttype_fr': 'accident en quittant une route', 'accidenttype_de': 'Abbiegeunfall', 'accidenttype_it': 'Incidente nello svoltare', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '18E14B74F30C00F0E0530A8394273F74'}"
8,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '16FA434C7A48003CE0530A83942706EE', 'geometry': {'points': [[610164.9999747237, 267424.999992175]], 'spatialReference': {'wkid': 21781}}, 'bbox': [610164.9999747237, 267424.999992175, 610164.9999747237, 267424.999992175], 'attributes': {'accidentday_fr': 'jeudi / 15h-16h / mai 2015', 'severitycategorycode': 'ULV', 'roadtype_de': 'Nebenstrasse', 'roadtype_fr': 'route secondaire', 'roadtype_it': 'Strada secondaria', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Donnerstag / 15h-16h / Mai 2015', 'accidentday_it': 'Giovedì / 15h-16h / Maggio 2015', 'accidentyear': 2015, 'label': 'Abbiegeunfall', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 3, 'accidenttype_fr': 'accident en quittant une route', 'accidenttype_de': 'Abbiegeunfall', 'accidenttype_it': 'Incidente nello svoltare', 'fsocommunecode': '2701', 'roadtypecode': 433, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '16FA434C7A48003CE0530A83942706EE'}"
9,"{'layerName': 'Unfälle mit Fahrradbeteiligung', 'featureId': '11B65A08D4FB0060E0530A8394278A85', 'geometry': {'points': [[610383.0003683121, 267020.0006592708]], 'spatialReference': {'wkid': 21781}}, 'bbox': [610383.0003683121, 267020.0006592708, 610383.0003683121, 267020.0006592708], 'attributes': {'accidentday_fr': 'dimanche / 22h-23h / février 2015', 'severitycategorycode': 'ULV', 'roadtype_de': 'Hauptstrasse', 'roadtype_fr': 'route principale', 'roadtype_it': 'Strada principale', 'severitycategory_it': 'Incidente con feriti leggeri', 'accidentday_de': 'Sonntag / 22h-23h / Februar 2015', 'accidentday_it': 'Domenica / 22h-23h / Febbraio 2015', 'accidentyear': 2015, 'label': 'Abbiegeunfall', 'severitycategory_de': 'Unfall mit Leichtverletzten', 'canton': 'BS', 'accidenttypecode': 3, 'accidenttype_fr': 'accident en quittant une route', 'accidenttype_de': 'Abbiegeunfall', 'accidenttype_it': 'Incidente nello svoltare', 'fsocommunecode': '2701', 'roadtypecode': 432, 'severitycategory_fr': 'accident avec blessés légers'}, 'layerBodId': 'ch.astra.unfaelle-personenschaeden_fahrraeder', 'id': '11B65A08D4FB0060E0530A8394278A85'}"
